"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"22","regulation of cell growth (GO:0001558)","11/322",5.76509495131272e-06,0.000514403699519403,0,0,6.0699497940994,73.2259861614563,"BST2;BMP10;CXCL12;COL14A1;IGFBP3;FHL1;GDF2;WFDC1;APOE;RASGRP2;NGF"
"23","positive regulation of leukocyte migration (GO:0002687)","6/78",9.39309967893023e-06,0.000801680637814784,0,0,13.8676470588235,160.525436878105,"PLVAP;EDNRA;CXCL12;RARRES2;CCL2;ICAM1"
"24","positive regulation of cell migration (GO:0030335)","10/280",1.0611600703467e-05,0.000867940507537735,0,0,6.31400966183575,72.3179058614241,"PLVAP;EDNRA;CXCL12;RELN;HGF;SEMA6D;RARRES2;CCL2;ETS1;ICAM1"
"25","neurotransmitter-gated ion channel clustering (GO:0072578)","3/8",1.30442796563333e-05,0.000992624086778407,0,0,97.7213114754098,1099.08730969283,"RELN;NRXN1;APOE"
"26","positive regulation of cell motility (GO:2000147)","10/287",1.31473388977273e-05,0.000992624086778407,0,0,6.15225239365877,69.1469560960114,"PLVAP;EDNRA;CXCL12;RELN;HGF;SEMA6D;RARRES2;CCL2;ETS1;ICAM1"
"27","positive regulation of cellular component movement (GO:0051272)","10/296",1.71625460702985e-05,0.00124778066429615,0,0,5.95591365156583,65.3529367641158,"PLVAP;EDNRA;CXCL12;RELN;HGF;SEMA6D;RARRES2;CCL2;ETS1;ICAM1"
"28","regulation of endothelial cell proliferation (GO:0001936)","6/88",1.88355048730342e-05,0.00132050343092022,0,0,12.1703217872515,132.410264290961,"ECM1;JUN;CXCL12;GDF2;CCL2;APOE"
"29","regulation of cyclic nucleotide metabolic process (GO:0030799)","7/133",2.03965469884411e-05,0.00138063523235551,0,0,9.29802259887006,100.419991692635,"EDNRA;EDNRB;CALCRL;ADM;APOE;RAMP1;PF4"
"30","positive regulation of locomotion (GO:0040017)","10/304",2.15764922542266e-05,0.0014118218098349,0,0,5.79148181011535,62.2231370806878,"PLVAP;EDNRA;CXCL12;RELN;HGF;SEMA6D;RARRES2;CCL2;ETS1;ICAM1"
"31","positive regulation of cyclic nucleotide metabolic process (GO:0030801)","6/91",2.28165438572742e-05,0.00144480243844611,0,0,11.7390014829461,125.466737537232,"EDNRA;CALCRL;ADM;APOE;RAMP1;PF4"
"32","negative regulation of immune system process (GO:0002683)","10/311",2.62064011227792e-05,0.00159911756833552,0,0,5.65477394193269,59.6550764886316,"BCR;NFKBIA;BST2;ZFP36;CXCL12;CCL2;MASP1;TNFRSF21;BMP5;PF4"
"33","response to extracellular stimulus (GO:0009991)","10/313",2.76763423585296e-05,0.00159911756833552,0,0,5.61687473095136,58.9487215901422,"EGR1;ZFP36;JUN;NR1H4;CCL2;TNFRSF11B;ADM;APOE;FOS;ICAM1"
"34","regulation of mononuclear cell migration (GO:0071675)","3/10",2.76974005722913e-05,0.00159911756833552,0,0,69.7939110070258,732.429306055307,"RARRES2;CCL2;BMP5"
"35","transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)","8/196",3.25954984984473e-05,0.00178901045118718,0,0,7.16021094744499,73.9745477208977,"EGR1;JUN;BMP10;GDF2;CCL2;FOS;JUNB;FERMT2"
"36","regeneration (GO:0031099)","6/97",3.28091575357812e-05,0.00178901045118718,0,0,10.9616769784837,113.177154128907,"JUN;CXCL12;HGF;CCL2;ADM;APOE"
"37","defense response to virus (GO:0051607)","7/147",3.88386023431113e-05,0.00206054530809534,0,0,8.36228813559322,84.9282002499842,"IFITM3;BST2;IFITM1;KCNJ8;ISG15;ABCC9;IFIT3"
"38","positive regulation of endothelial cell proliferation (GO:0001938)","5/63",4.62800782448398e-05,0.00239073141038475,0,0,14.2363505747126,142.090153080851,"ECM1;JUN;CXCL12;GDF2;CCL2"
"39","regulation of myeloid cell differentiation (GO:0045637)","7/156",5.66883810101078e-05,0.00280053174792406,0,0,7.85360027300648,76.792042374268,"NFKBIA;ZFP36;JUN;ISG15;FOS;ETS1;PF4"
"40","response to alcohol (GO:0097305)","9/274",5.70663626678362e-05,0.00280053174792406,0,0,5.74137931034483,56.1007150247771,"EPS8;EGR1;WFDC1;CCL2;APOE;FOS;ETS1;JUNB;ICAM1"
"41","response to interferon-gamma (GO:0034341)","6/108",6.00806436680423e-05,0.00287654398830163,0,0,9.77409787444389,95.0024997315793,"IFITM3;BST2;IFITM1;CCL2;B2M;ICAM1"
"42","regulation of cellular extravasation (GO:0002691)","3/13",6.51125729143312e-05,0.00304323763406743,0,0,48.8483606557377,470.868540640872,"PLVAP;CXCL12;ICAM1"
"43","regulation of cAMP metabolic process (GO:0030814)","6/113",7.73391084884365e-05,0.00346998800198686,0,0,9.31500824628917,88.1880781630967,"EDNRA;EDNRB;CALCRL;ADM;RAMP1;PF4"
"44","response to drug (GO:0042493)","10/354",7.77786409003677e-05,0.00346998800198686,0,0,4.93705763397371,46.7126802739748,"EGR1;JUN;WFDC1;CCL2;TNFRSF11B;FOS;NGF;B2M;JUNB;ICAM1"
"45","response to interleukin-1 (GO:0070555)","5/71",8.23786127645597e-05,0.00350446472980116,0,0,12.5056818181818,117.605741724749,"EGR1;CCL2;APOE;ETS1;ICAM1"
"46","extracellular matrix organization (GO:0030198)","10/359",8.73356345184033e-05,0.00350446472980116,0,0,4.86508035380591,45.467834416438,"BMP10;EFEMP1;CD151;COL14A1;LAMA1;NRXN1;TNFRSF11B;TGFBI;DCN;ICAM1"
"47","positive regulation of cAMP metabolic process (GO:0030816)","5/72",8.80866929625442e-05,0.00350446472980116,0,0,12.318407960199,115.019304302796,"EDNRA;CALCRL;ADM;RAMP1;PF4"
"48","extracellular structure organization (GO:0043062)","10/360",8.93620904012777e-05,0.00350446472980116,0,0,4.85093167701863,45.2243338022238,"BMP10;EFEMP1;CD151;COL14A1;LAMA1;NRXN1;TNFRSF11B;TGFBI;DCN;ICAM1"
"49","regulation of cyclic nucleotide biosynthetic process (GO:0030802)","6/116",8.9454913143445e-05,0.00350446472980116,0,0,9.05958747135218,84.4514434602058,"EDNRA;EDNRB;CALCRL;ADM;APOE;RAMP1"
"50","response to nutrient levels (GO:0031667)","9/291",9.04834211077822e-05,0.00350446472980116,0,0,5.39059060895084,50.1882524808746,"EGR1;ZFP36;JUN;NR1H4;CCL2;TNFRSF11B;ADM;APOE;ICAM1"
"51","cellular response to calcium ion (GO:0071277)","4/38",9.10482431074168e-05,0.00350446472980116,0,0,19.2912007778318,179.487667196031,"JUN;FOS;RASGRP2;JUNB"
"52","positive regulation of myeloid cell differentiation (GO:0045639)","5/74",0.000100411597796016,0.00374554434446575,0,0,11.9601449275362,110.107879020763,"JUN;ISG15;FOS;ETS1;PF4"
"53","regulation of purine nucleotide biosynthetic process (GO:1900371)","6/119",0.000103035860723969,0.00374554434446575,0,0,8.81772886145609,80.9505731511124,"EDNRA;EDNRB;CALCRL;ADM;APOE;RAMP1"
"54","regulation of nucleotide biosynthetic process (GO:0030808)","6/119",0.000103035860723969,0.00374554434446575,0,0,8.81772886145609,80.9505731511124,"EDNRA;EDNRB;CALCRL;ADM;APOE;RAMP1"
"55","negative regulation of viral process (GO:0048525)","5/75",0.000107049824771656,0.00378797150137325,0,0,11.7886904761905,107.774756810237,"IFITM3;BST2;IFITM1;JUN;ISG15"
"56","response to steroid hormone (GO:0048545)","10/369",0.00010946806848701,0.00378797150137325,0,0,4.727140607969,43.1109440415428,"EGR1;NR1H4;WFDC1;CCL2;TNFRSF11B;ADM;FOS;NGF;ETS1;JUNB"
"57","negative regulation of viral genome replication (GO:0045071)","4/40",0.000111644017421887,0.00378797150137325,0,0,18.2176308539945,165.783996205031,"IFITM3;BST2;IFITM1;ISG15"
"58","response to inorganic substance (GO:0010035)","10/370",0.00011192172546085,0.00378797150137325,0,0,4.71376811594203,42.8844991480731,"JUN;TNFRSF11B;FOS;RASGRP2;NGF;ETS1;B2M;JUNB;SOD3;ICAM1"
"59","response to temperature stimulus (GO:0009266)","6/122",0.000118207361532471,0.00393289916420747,0,0,8.58838017965807,77.6653246509897,"NFKBIA;NGFR;CXCL12;CCL2;ADM;FOS"
"60","response to other organism (GO:0051707)","11/462",0.000154651794607609,0.00505969121357894,0,0,4.15575524176294,36.4639864026171,"IFITM3;IFNAR2;BST2;IFITM1;CXCL12;KCNJ8;CCL2;ISG15;ABCC9;IFIT3;ICAM1"
"61","positive regulation of cyclic nucleotide biosynthetic process (GO:0030804)","5/82",0.00016344387306025,0.0051939941424206,0,0,10.7132034632035,93.4088592792268,"EDNRA;CALCRL;ADM;APOE;RAMP1"
"62","regulation of inflammatory response (GO:0050727)","8/247",0.000164048719730044,0.0051939941424206,0,0,5.61770911561707,48.9602848647867,"BCR;ZFP36;EDNRA;EDNRB;CALCRL;MASP1;APOE;CFB"
"63","circulatory system process (GO:0003013)","6/130",0.000167460511178528,0.00521785688005476,0,0,8.03103822174031,69.8279738908338,"EDNRA;EDNRB;CXCL12;KCNJ8;ADM;APOE"
"64","positive regulation of ion transport (GO:0043270)","7/186",0.000170192427872299,0.00522012087364568,0,0,6.52741217687719,56.6486742034315,"EDNRA;CXCL12;RELN;FHL1;CCL2;ANK3;APOE"
"65","cellular response to interleukin-1 (GO:0071347)","4/45",0.000177680233468505,0.00528564002857175,0,0,15.9919371094537,138.098773736931,"EGR1;CCL2;APOE;ICAM1"
"66","response to interferon-beta (GO:0035456)","3/18",0.000181579225147518,0.00528564002857175,0,0,32.5573770491803,280.443336650078,"IFITM3;BST2;IFITM1"
"67","positive regulation of purine nucleotide biosynthetic process (GO:1900373)","5/84",0.000183099094214406,0.00528564002857175,0,0,10.4409282700422,89.8492312879514,"EDNRA;CALCRL;ADM;APOE;RAMP1"
"68","positive regulation of nucleotide biosynthetic process (GO:0030810)","5/84",0.000183099094214406,0.00528564002857175,0,0,10.4409282700422,89.8492312879514,"EDNRA;CALCRL;ADM;APOE;RAMP1"
"69","response to metal ion (GO:0010038)","8/255",0.000203846381917116,0.00573500340339367,0,0,5.4335444133015,46.1750421896065,"JUN;TNFRSF11B;FOS;RASGRP2;B2M;JUNB;SOD3;ICAM1"
"70","vascular process in circulatory system (GO:0003018)","5/86",0.000204508526865796,0.00573500340339367,0,0,10.1820987654321,86.4959198358787,"EDNRA;EDNRB;KCNJ8;ADM;APOE"
"71","regulation of vasculature development (GO:1901342)","7/197",0.000242043895811812,0.00669200235885335,0,0,6.14607493309545,51.1746258391596,"EGR1;ECM1;GDF2;CCL2;ADM;ETS1;PF4"
"72","regulation of cell morphogenesis (GO:0022604)","10/408",0.000246706162459183,0.00671266554424699,0,0,4.25540747214333,35.3509999207172,"EPS8;NGFR;CXCL12;RELN;CCL2;APOE;NGF;FERMT2;ICAM1;BMP5"
"73","learning or memory (GO:0007611)","7/198",0.000249630455797265,0.00671266554424699,0,0,6.11358594373946,50.7154289430812,"EGR1;JUN;BTG2;RELN;NRXN1;FOS;NGF"
"74","response to reactive oxygen species (GO:0000302)","6/141",0.000260242923360351,0.00690347106157254,0,0,7.37254901960784,60.8522458038084,"JUN;APOE;FOS;NGF;ETS1;SOD3"
"75","organ regeneration (GO:0031100)","4/51",0.000289522320654849,0.00725392380080839,0,0,13.9461930719184,113.623514274831,"CXCL12;HGF;CCL2;ADM"
"76","positive regulation of axonogenesis (GO:0050772)","4/51",0.000289522320654849,0.00725392380080839,0,0,13.9461930719184,113.623514274831,"NGFR;CXCL12;APOE;NGF"
"77","positive regulation of neuron projection development (GO:0010976)","6/144",0.000291493679865437,0.00725392380080839,0,0,7.2111801242236,58.7025557979983,"NGFR;CXCL12;RELN;APOE;NGF;BMP5"
"78","positive regulation of epithelial cell proliferation (GO:0050679)","6/144",0.000291493679865437,0.00725392380080839,0,0,7.2111801242236,58.7025557979983,"JUN;ECM1;CXCL12;GDF2;CCL2;BMP5"
"79","negative regulation of steroid biosynthetic process (GO:0010894)","3/21",0.000291930708234265,0.00725392380080839,0,0,27.1270491803279,220.786892806562,"NR1H4;APOE;BMP5"
"80","neuron projection regeneration (GO:0031102)","3/22",0.000336486198683568,0.00825653010019805,0,0,25.6980155306299,205.505833288547,"JUN;ADM;APOE"
"81","regulation of organ morphogenesis (GO:2000027)","6/150",0.00036279927547371,0.00879228367598633,0,0,6.90861344537815,54.7276925666056,"NGFR;EDNRA;BMP10;HGF;TNFRSF11B;SPRY1"
"82","regulation of cAMP biosynthetic process (GO:0030817)","5/98",0.000375717473165131,0.00899430975394088,0,0,8.86290322580645,69.8988204426899,"EDNRA;EDNRB;CALCRL;ADM;RAMP1"
"83","negative regulation of steroid metabolic process (GO:0045939)","3/23",0.000385197985079744,0.00909937229520641,0,0,24.4118852459016,191.920214725974,"NR1H4;APOE;BMP5"
"84","receptor-mediated endocytosis (GO:0006898)","6/152",0.000389377112988965,0.00909937229520641,0,0,6.81328421779671,53.4908371367125,"LGALS3BP;CALCRL;TINAGL1;ADM;APOE;RAMP1"
"85","positive regulation of leukocyte chemotaxis (GO:0002690)","4/56",0.000415408164246384,0.00959348501665473,0,0,12.6020343293071,98.1225771034969,"EDNRA;CXCL12;RARRES2;CCL2"
"86","cell chemotaxis (GO:0060326)","6/155",0.000432072690431421,0.00966553006849775,0,0,6.6750888274773,51.711357238311,"EDNRB;CXCL12;HGF;CCL2;CXCL1;PF4"
"87","positive regulation of neuron differentiation (GO:0045666)","7/217",0.00043417413699189,0.00966553006849775,0,0,5.55508474576271,43.0078264435412,"NGFR;CXCL12;RELN;APOE;NGF;ADRA2B;BMP5"
"88","negative regulation of leukocyte migration (GO:0002686)","3/24",0.000438223217573255,0.00966553006849775,0,0,23.248243559719,179.773602776576,"CXCL12;CCL2;BMP5"
"89","vasodilation (GO:0042311)","3/24",0.000438223217573255,0.00966553006849775,0,0,23.248243559719,179.773602776576,"EDNRB;KCNJ8;APOE"
"90","regulation of viral genome replication (GO:0045069)","4/57",0.000444616034826117,0.00969756973737408,0,0,12.3636363636364,95.4262482566758,"IFITM3;BST2;IFITM1;ISG15"
"91","single-organism behavior (GO:0044708)","9/362",0.000457133538251735,0.00986102346800172,0,0,4.29075901142913,32.9982323690383,"EPS8;EGR1;JUN;BTG2;CXCL12;RELN;NRXN1;FOS;NGF"
"92","response to radiation (GO:0009314)","10/442",0.000463827083317947,0.00989665831036012,0,0,3.91364734299517,30.0411520754278,"EGR1;JUN;CXCL12;CCL2;LRAT;APOE;FOS;NGF;JUNB;ICAM1"
"93","regulation of system process (GO:0044057)","9/371",0.000545457956877109,0.0110607291531371,0,0,4.1821537435702,31.424221563419,"BMP10;EDNRB;CALCRL;EPAS1;COL14A1;ADM;ADRA2B;TNFRSF21;ICAM1"
"94","morphogenesis of a branching epithelium (GO:0061138)","6/162",0.000545934683991268,0.0110607291531371,0,0,6.37330316742081,47.8826981783019,"EDNRA;CXCL12;LAMA1;GDF2;RSPO3;ADM"
"95","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)","3/26",0.000557825871706864,0.0110607291531371,0,0,21.2245188880969,159.002712845906,"HGF;ICAM1;BMP5"
"96","positive regulation of axon extension (GO:0045773)","3/26",0.000557825871706864,0.0110607291531371,0,0,21.2245188880969,159.002712845906,"CXCL12;APOE;NGF"
"97","positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","3/26",0.000557825871706864,0.0110607291531371,0,0,21.2245188880969,159.002712845906,"BMP10;GDF2;BMP5"
"98","regulation of odontogenesis (GO:0042481)","3/26",0.000557825871706864,0.0110607291531371,0,0,21.2245188880969,159.002712845906,"NGFR;EDNRA;TNFRSF11B"
"99","positive regulation of membrane potential (GO:0045838)","3/26",0.000557825871706864,0.0110607291531371,0,0,21.2245188880969,159.002712845906,"RELN;NRXN1;ANK3"
"100","cognition (GO:0050890)","7/227",0.000567888825208222,0.0111476576388374,0,0,5.2998844375963,39.6091362445065,"EGR1;JUN;BTG2;RELN;NRXN1;FOS;NGF"
"101","response to ethanol (GO:0045471)","5/109",0.000612036145046637,0.0118953163636292,0,0,7.92107371794872,58.6058003335853,"EPS8;EGR1;CCL2;APOE;ICAM1"
"102","regulation of anatomical structure size (GO:0090066)","7/232",0.000646040703226488,0.0124147069856664,0,0,5.18079096045198,38.0510862151737,"EPS8;EDNRA;EDNRB;CXCL12;KCNJ8;APOE;ICAM1"
"103","regulation of blood vessel size (GO:0050880)","4/63",0.000651408466390037,0.0124147069856664,0,0,11.1029555960219,81.4554310714634,"EDNRA;EDNRB;KCNJ8;APOE"
"104","regulation of tube size (GO:0035150)","4/64",0.000691505731158767,0.0130236659359938,0,0,10.9173553719008,79.4416551739322,"EDNRA;EDNRB;KCNJ8;APOE"
"105","response to peptide (GO:1901652)","9/384",0.000697371106042655,0.0130236659359938,0,0,4.03448275862069,29.3233987620441,"NFKBIA;EGR1;BTG2;CXCL12;ADM;APOE;SORBS1;NGF;JUNB"
"106","morphogenesis of a branching structure (GO:0001763)","6/170",0.000703264691398543,0.0130236659359938,0,0,6.05995080959213,43.9938928423607,"EDNRA;CXCL12;LAMA1;GDF2;RSPO3;ADM"
"107","positive regulation of cAMP biosynthetic process (GO:0030819)","4/65",0.000733319670849796,0.0134533319054033,0,0,10.7378404010297,77.5049678897103,"EDNRA;CALCRL;ADM;RAMP1"
"108","response to electrical stimulus (GO:0051602)","3/29",0.000773318607362794,0.0140557336471123,0,0,18.7726986128625,134.50299566903,"EGR1;BTG2;NGF"
"109","learning (GO:0007612)","5/115",0.000780476295229361,0.0140557336471123,0,0,7.48674242424242,53.5721804318445,"JUN;BTG2;RELN;NRXN1;FOS"
"110","positive regulation of nervous system development (GO:0051962)","8/313",0.000794455747679715,0.0141774239335935,0,0,4.38727756760544,31.3157435405127,"NGFR;CXCL12;RELN;NRXN1;APOE;NGF;ADRA2B;BMP5"
"111","regulation of granulocyte chemotaxis (GO:0071622)","3/30",0.000855339553643624,0.0151264103045264,0,0,18.0765027322404,127.692632744637,"EDNRA;RARRES2;CCL2"
"112","regulation of leukocyte chemotaxis (GO:0002688)","4/68",0.00086946694387068,0.0152389608108763,0,0,10.2329545454545,72.1180799225514,"EDNRA;CXCL12;RARRES2;CCL2"
"113","regulation of angiogenesis (GO:0045765)","6/179",0.000919963208600479,0.0159813077741835,0,0,5.74207023850002,40.1438286911342,"ECM1;GDF2;CCL2;ADM;ETS1;PF4"
"114","negative regulation of endothelial cell migration (GO:0010596)","3/31",0.000942682316237038,0.0160911772762896,0,0,17.4300351288056,121.431241370905,"BMP10;GDF2;APOE"
"115","cyclic-nucleotide-mediated signaling (GO:0019935)","3/31",0.000942682316237038,0.0160911772762896,0,0,17.4300351288056,121.431241370905,"EDNRB;ADM;APOE"
"116","positive regulation of developmental growth (GO:0048639)","4/71",0.00102252538525849,0.0172257965654215,0,0,9.77328234858764,67.2937386179582,"BMP10;CXCL12;APOE;NGF"
"117","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","3/32",0.00103547834677521,0.0172257965654215,0,0,16.8281514980215,115.658064241935,"CADM3;NRXN1;ICAM1"
"118","regulation of lymphocyte migration (GO:2000401)","3/32",0.00103547834677521,0.0172257965654215,0,0,16.8281514980215,115.658064241935,"ECM1;CXCL12;CCL2"
"119","positive regulation of cell morphogenesis involved in differentiation (GO:0010770)","5/123",0.00105612919606721,0.0174216942174785,0,0,6.9763418079096,47.809880279876,"NGFR;CXCL12;RELN;APOE;NGF"
"120","positive regulation of ion transmembrane transport (GO:0034767)","4/72",0.00107749262594841,0.0176259835394728,0,0,9.62907146329606,65.7965871208874,"RELN;CXCL12;CCL2;ANK3"
"121","cellular response to external stimulus (GO:0071496)","6/185",0.00109077479091304,0.017695792682333,0,0,5.54790854889442,37.8415464394831,"EGR1;EDNRA;JUN;NR1H4;FOS;ICAM1"
"122","response to progesterone (GO:0032570)","3/33",0.00113385606788527,0.0182439300103179,0,0,16.266393442623,110.320811322936,"CCL2;FOS;JUNB"
"123","regulation of neuron apoptotic process (GO:0043523)","6/188",0.00118481767484561,0.018908919477414,0,0,5.45562840520824,36.7609318860493,"EGR1;JUN;BTG2;CCL2;APOE;NGF"
"124","cellular calcium ion homeostasis (GO:0006874)","7/261",0.00128333756916929,0.0203124570573116,0,0,4.58251034298679,30.5116879180809,"EDNRA;EDNRB;CXCL12;CCL2;ADM;APOE;PTH1R"
"125","taxis (GO:0042330)","7/263",0.00134084484641728,0.0203124570573116,0,0,4.54624602754237,30.0709415015409,"EDNRB;CXCL12;HGF;RARRES2;CCL2;CXCL1;PF4"
"126","chemotaxis (GO:0006935)","7/263",0.00134084484641728,0.0203124570573116,0,0,4.54624602754237,30.0709415015409,"EDNRB;CXCL12;HGF;RARRES2;CCL2;CXCL1;PF4"
"127","patterning of blood vessels (GO:0001569)","3/35",0.00134785535850276,0.0203124570573116,0,0,15.2482069672131,100.779068154169,"EDNRA;CXCL12;GDF2"
"128","metal ion homeostasis (GO:0055065)","9/422",0.0013497624673212,0.0203124570573116,0,0,3.6561325874593,24.1590903551905,"EDNRA;STEAP4;EDNRB;CXCL12;GDF2;CCL2;ADM;APOE;PTH1R"
"129","response to glucocorticoid (GO:0051384)","5/130",0.00135151410563985,0.0203124570573116,0,0,6.58333333333333,43.4929875555724,"CCL2;ADM;FOS;NGF;JUNB"
"130","branching involved in labyrinthine layer morphogenesis (GO:0060670)","2/9",0.0013555434918532,0.0203124570573116,0,0,46.150987224158,304.760481094747,"RSPO3;ADM"
"131","cGMP-mediated signaling (GO:0019934)","2/9",0.0013555434918532,0.0203124570573116,0,0,46.150987224158,304.760481094747,"EDNRB;APOE"
"132","regulation of immune effector process (GO:0002697)","7/264",0.00137034496925386,0.0203786907170101,0,0,4.52832552924883,29.8538589699293,"BCR;BST2;CCL2;MASP1;B2M;CFB;ICAM1"
"133","positive regulation of transmembrane transport (GO:0034764)","4/77",0.00138376508293992,0.0204235402842937,0,0,8.96728178421827,59.0311422794681,"RELN;CXCL12;CCL2;ANK3"
"134","positive regulation of cell projection organization (GO:0031346)","6/195",0.00142839717599165,0.0209249526602359,0,0,5.25170068027211,34.4049536768104,"NGFR;CXCL12;RELN;APOE;NGF;BMP5"
"135","receptor clustering (GO:0043113)","3/36",0.00146371897708652,0.0211153875963527,0,0,14.7853949329359,96.5009436094678,"RELN;NRXN1;APOE"
"136","response to cold (GO:0009409)","3/36",0.00146371897708652,0.0211153875963527,0,0,14.7853949329359,96.5009436094678,"NFKBIA;ADM;FOS"
