,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Postn,5.97E-176,0.60557999,0.919,0.671,1.08E-171,1,Postn
Rspo3,3.16E-172,0.635250957,0.86,0.587,5.73E-168,1,Rspo3
1810058I24Rik,8.11E-172,0.486290752,0.991,0.906,1.47E-167,1,1810058I24Rik
Ppib,1.09E-169,0.396648228,0.995,0.943,1.98E-165,1,Ppib
Masp1,3.37E-165,0.414229171,0.98,0.778,6.13E-161,1,Masp1
Pde1a,4.68E-164,0.495126166,0.852,0.586,8.50E-160,1,Pde1a
Anxa1,1.58E-159,0.578983246,0.924,0.744,2.88E-155,1,Anxa1
Loxl2,3.14E-157,0.501578813,0.931,0.751,5.70E-153,1,Loxl2
Cxcl14,1.29E-153,0.80209094,0.756,0.472,2.33E-149,1,Cxcl14
Ostc,2.52E-151,0.486464197,0.947,0.816,4.57E-147,1,Ostc
Apoe,4.03E-148,0.482181087,0.999,0.961,7.33E-144,1,Apoe
S100a11,1.59E-147,0.396119455,0.997,0.937,2.89E-143,1,S100a11
Cdh2,7.79E-144,0.432378815,0.928,0.714,1.42E-139,1,Cdh2
Serpinh1,1.45E-142,0.366934011,0.997,0.967,2.64E-138,1,Serpinh1
Ecscr,6.43E-142,0.426613365,0.771,0.5,1.17E-137,1,Ecscr
Arhgdib,1.07E-138,0.43874294,0.81,0.544,1.95E-134,1,Arhgdib
Ifitm1,2.37E-138,0.258476913,0.931,0.692,4.30E-134,1,Ifitm1
Ifi27l2a,2.00E-136,0.542928969,0.99,0.92,3.63E-132,1,Ifi27l2a
Bco1,4.73E-135,0.374562897,0.487,0.225,8.59E-131,1,Bco1
Ccnd1,1.43E-129,0.347766362,0.546,0.275,2.61E-125,1,Ccnd1
Ckb,4.96E-129,0.517974367,0.974,0.876,9.01E-125,1,Ckb
Ctsc,1.67E-126,0.39562093,0.644,0.379,3.02E-122,1,Ctsc
Nupr1,2.85E-126,0.568715533,0.785,0.57,5.18E-122,1,Nupr1
G0s2,8.77E-126,0.548424893,0.975,0.845,1.59E-121,1,G0s2
Mxra7,1.92E-124,0.394614126,0.942,0.801,3.48E-120,1,Mxra7
Prss23,5.00E-123,0.459815842,0.874,0.666,9.09E-119,1,Prss23
Tmem176a,4.70E-122,0.359405304,0.999,0.954,8.54E-118,1,Tmem176a
Selenof,1.22E-120,0.315324934,0.995,0.954,2.21E-116,1,Selenof
Tmsb10,8.58E-117,0.282269698,1,0.984,1.56E-112,1,Tmsb10
Pfn1,1.30E-113,0.321008106,0.994,0.947,2.36E-109,1,Pfn1
Matn2,1.35E-113,0.362821753,0.581,0.336,2.45E-109,1,Matn2
Emp3,1.65E-113,0.399228409,0.939,0.794,3.00E-109,1,Emp3
Arf4,1.06E-112,0.340590696,0.972,0.895,1.93E-108,1,Arf4
Ifitm2,1.06E-111,0.331983503,0.997,0.954,1.92E-107,1,Ifitm2
Arpc1b,1.66E-111,0.385898394,0.967,0.871,3.01E-107,1,Arpc1b
Frzb,2.11E-110,0.394757948,0.862,0.636,3.84E-106,1,Frzb
Ost4,5.73E-108,0.319997425,0.993,0.942,1.04E-103,1,Ost4
Nme2,1.14E-107,0.308102236,0.999,0.972,2.08E-103,1,Nme2
Eif5a,4.60E-107,0.365889101,0.981,0.907,8.36E-103,1,Eif5a
Pcolce,3.24E-106,0.383272984,0.948,0.813,5.90E-102,1,Pcolce
Epha3,3.72E-106,0.359742959,0.663,0.416,6.77E-102,1,Epha3
Calm1,2.87E-105,0.327965593,0.989,0.929,5.22E-101,1,Calm1
Anxa5,3.85E-105,0.327083205,0.977,0.903,7.00E-101,1,Anxa5
Csrp2,3.17E-104,0.366089263,0.927,0.764,5.76E-100,1,Csrp2
Cd63,7.81E-103,0.333044605,0.991,0.929,1.42E-98,1,Cd63
Bst2,1.02E-100,0.351558608,0.956,0.831,1.86E-96,1,Bst2
Cygb,1.20E-98,0.357640867,0.993,0.923,2.18E-94,1,Cygb
Rcn1,6.51E-98,0.338774305,0.908,0.732,1.18E-93,1,Rcn1
Scp2,2.98E-97,0.342114865,0.91,0.75,5.42E-93,1,Scp2
Prdx5,2.30E-94,0.33295093,0.978,0.885,4.18E-90,1,Prdx5
Fhl1,6.24E-93,0.273831414,0.648,0.392,1.13E-88,1,Fhl1
Pf4,4.04E-92,0.371308454,0.542,0.323,7.34E-88,1,Pf4
Pam,2.92E-91,0.283968573,0.996,0.922,5.30E-87,1,Pam
Ubb,2.92E-90,0.283625751,0.997,0.95,5.31E-86,1,Ubb
Mustn1,3.92E-88,0.378633421,0.911,0.754,7.13E-84,1,Mustn1
Ryk,5.17E-88,0.327437675,0.933,0.811,9.39E-84,1,Ryk
Fn1,9.88E-87,0.308180703,0.981,0.807,1.80E-82,1,Fn1
Ssr2,1.12E-86,0.356297622,0.892,0.745,2.03E-82,1,Ssr2
Abcc9,2.85E-86,0.275753487,0.84,0.588,5.17E-82,1,Abcc9
Rexo2,1.17E-85,0.336871395,0.865,0.707,2.13E-81,1,Rexo2
2200002D01Rik,3.16E-82,0.397054593,0.649,0.449,5.74E-78,1,2200002D01Rik
4-Sep,7.18E-82,0.26439346,0.982,0.869,1.30E-77,1,4-Sep
Bmp5,1.62E-81,0.287072583,0.889,0.657,2.94E-77,1,Bmp5
Ppp1r14b,3.40E-81,0.366235416,0.886,0.747,6.18E-77,1,Ppp1r14b
Gm13889,4.54E-81,0.430609466,0.893,0.707,8.25E-77,1,Gm13889
Fgfr2,3.77E-80,0.329098039,0.973,0.863,6.85E-76,1,Fgfr2
Timp1,4.43E-80,0.383408207,0.786,0.582,8.04E-76,1,Timp1
Serpine1,8.62E-80,0.404131506,0.75,0.543,1.57E-75,1,Serpine1
9-Sep,1.30E-79,0.313965439,0.793,0.593,2.36E-75,1,9-Sep
Ccnd2,2.10E-78,0.279761878,0.879,0.682,3.81E-74,1,Ccnd2
Des,6.84E-77,0.333379776,0.922,0.768,1.24E-72,1,Des
Prdx2,1.06E-74,0.272836907,0.973,0.874,1.92E-70,1,Prdx2
Plac8,1.18E-72,0.295030216,0.988,0.909,2.14E-68,1,Plac8
Col18a1,1.44E-72,0.323720686,0.367,0.197,2.61E-68,1,Col18a1
Itga1,2.54E-72,0.268685978,0.99,0.876,4.61E-68,1,Itga1
Dynll1,3.01E-72,0.282333783,0.988,0.933,5.47E-68,1,Dynll1
Spcs1,6.48E-72,0.280920061,0.966,0.85,1.18E-67,1,Spcs1
Maged2,7.40E-72,0.286534799,0.719,0.518,1.34E-67,1,Maged2
Samd5,1.82E-71,0.270229662,0.64,0.427,3.31E-67,1,Samd5
Bcr,3.10E-71,0.335565736,0.617,0.409,5.63E-67,1,Bcr
Edf1,9.83E-71,0.26061987,0.978,0.894,1.79E-66,1,Edf1
Nfkbia,2.11E-70,0.33849717,0.907,0.783,3.83E-66,1,Nfkbia
Arl1,2.54E-70,0.2988319,0.886,0.757,4.62E-66,1,Arl1
Tmem176b,2.95E-70,0.256606525,0.999,0.95,5.36E-66,1,Tmem176b
Sec61b,3.67E-69,0.303309544,0.981,0.912,6.67E-65,1,Sec61b
Tmem167,8.00E-69,0.291720633,0.931,0.806,1.45E-64,1,Tmem167
Col5a1,8.54E-68,0.269798956,0.975,0.876,1.55E-63,1,Col5a1
Kdelr3,5.40E-66,0.302237634,0.688,0.504,9.81E-62,1,Kdelr3
Arhgap42,1.53E-65,0.250445206,0.657,0.447,2.78E-61,1,Arhgap42
Copz2,2.86E-65,0.295845269,0.764,0.581,5.20E-61,1,Copz2
Ybx3,6.37E-65,0.286907587,0.859,0.702,1.16E-60,1,Ybx3
Ednra,1.54E-64,0.276061088,0.637,0.429,2.79E-60,1,Ednra
Gapdh,5.21E-64,0.275861919,0.964,0.873,9.46E-60,1,Gapdh
Pdia3,1.33E-63,0.255368097,0.972,0.883,2.42E-59,1,Pdia3
Hsd11b1,1.40E-63,0.364959772,0.818,0.628,2.54E-59,1,Hsd11b1
Nr1h4,6.32E-63,0.299898278,0.676,0.478,1.15E-58,1,Nr1h4
Rcn3,2.12E-62,0.271274911,0.97,0.883,3.84E-58,1,Rcn3
2310039H08Rik,3.24E-61,0.26578606,0.644,0.46,5.88E-57,1,2310039H08Rik
Rnaset2a,3.99E-61,0.261232077,0.544,0.359,7.25E-57,1,Rnaset2a
Spry1,7.68E-61,0.271783499,0.751,0.538,1.40E-56,1,Spry1
Sdc4,1.40E-60,0.307808545,0.912,0.776,2.54E-56,1,Sdc4
Cope,8.95E-59,0.283988276,0.809,0.651,1.63E-54,1,Cope
Tpm1,8.20E-58,0.314383627,0.995,0.951,1.49E-53,1,Tpm1
Cryab,2.06E-57,0.266014147,0.928,0.801,3.75E-53,1,Cryab
Gm26532,5.94E-57,0.280102109,0.649,0.468,1.08E-52,1,Gm26532
Nnmt,1.59E-56,0.270802128,0.803,0.646,2.90E-52,1,Nnmt
Pgls,3.67E-56,0.266839188,0.893,0.756,6.67E-52,1,Pgls
Myl12b,6.32E-56,0.255307741,0.894,0.762,1.15E-51,1,Myl12b
Cdc42ep5,5.81E-53,0.254477523,0.828,0.674,1.06E-48,1,Cdc42ep5
Egr2,2.94E-52,0.291193161,0.769,0.595,5.34E-48,1,Egr2
Tmem47,2.22E-48,0.26702825,0.922,0.784,4.03E-44,1,Tmem47
Atp5g1,3.29E-48,0.250628472,0.955,0.862,5.97E-44,1,Atp5g1
Bmyc,3.41E-47,0.279965683,0.86,0.71,6.20E-43,1,Bmyc
Igfbp3,1.32E-45,0.253314308,0.786,0.602,2.39E-41,1,Igfbp3
Tpm2,2.08E-38,0.251274255,0.912,0.798,3.77E-34,1,Tpm2
Tagln,5.16E-34,0.31267811,0.995,0.942,9.37E-30,1,Tagln
Apoc11,2.80E-31,0.261148476,0.563,0.428,5.08E-27,1,Apoc1
Acta2,4.00E-29,0.377771304,0.904,0.813,7.27E-25,1,Acta2
Cxcl1,4.18E-29,0.322955541,0.572,0.444,7.59E-25,1,Cxcl1
Tnc,3.42E-26,0.308784541,0.689,0.562,6.21E-22,1,Tnc
Rbm46,9.70E-16,0.285882882,0.564,0.471,1.76E-11,1,Rbm46
Fgl21,0,1.629154892,0.844,0.306,0,2,Fgl2
Alcam1,0,1.54521276,0.998,0.785,0,2,Alcam
Fabp4,0,1.474201107,0.602,0.109,0,2,Fabp4
Dpep1,0,1.356141165,0.728,0.197,0,2,Dpep1
Fhl21,0,1.180353813,0.978,0.769,0,2,Fhl2
Rgs7bp,0,1.171989713,0.676,0.119,0,2,Rgs7bp
Cadm4,0,1.130672673,0.713,0.175,0,2,Cadm4
Fxyd6,0,1.079219358,0.838,0.365,0,2,Fxyd6
Wt11,0,1.022289048,0.824,0.393,0,2,Wt1
Serpinf1,0,1.000083827,0.651,0.183,0,2,Serpinf1
Gpc3,0,0.946178215,0.518,0.078,0,2,Gpc3
Ar,0,0.720160772,0.397,0.039,0,2,Ar
Ccl24,0,0.668131565,0.371,0.053,0,2,Ccl24
Gria3,0,0.634599172,0.371,0.044,0,2,Gria3
Egflam,7.54E-293,0.523842846,0.316,0.046,1.37E-288,2,Egflam
Lbp,1.53E-291,0.741663272,0.531,0.15,2.79E-287,2,Lbp
Itga81,1.87E-289,0.950520444,0.99,0.844,3.40E-285,2,Itga8
Gas1,3.96E-288,1.10976031,0.914,0.607,7.20E-284,2,Gas1
Casq2,8.92E-284,0.666433873,0.384,0.076,1.62E-279,2,Casq2
Slc7a21,1.23E-283,1.051253595,0.92,0.609,2.23E-279,2,Slc7a2
Smoc21,1.22E-269,0.946841701,0.922,0.64,2.21E-265,2,Smoc2
Clmp,3.83E-260,0.909803754,0.811,0.456,6.96E-256,2,Clmp
Lgi21,6.79E-260,1.017693015,0.794,0.431,1.23E-255,2,Lgi2
Ctnnal1,2.28E-249,0.845305338,0.547,0.186,4.15E-245,2,Ctnnal1
Lbhd2,1.30E-246,0.679611792,0.382,0.087,2.37E-242,2,Lbhd2
Mmp21,3.32E-243,0.846410993,0.969,0.773,6.03E-239,2,Mmp2
Maf1,6.33E-242,0.831806976,0.943,0.702,1.15E-237,2,Maf
Igfbp41,1.25E-240,0.856184417,1,0.856,2.27E-236,2,Igfbp4
Adgrd1,9.80E-237,0.709081667,0.457,0.134,1.78E-232,2,Adgrd1
Tnnt1,2.40E-235,0.495754575,0.3,0.054,4.36E-231,2,Tnnt1
