"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"41","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)","2/12",0.00158104510229119,0.0512710340314428,0,0,40.5918367346939,261.803918893847,"BTG2;ZFP36"
"42","regulation of p38MAPK cascade (GO:1900744)","2/12",0.00158104510229119,0.0512710340314428,0,0,40.5918367346939,261.803918893847,"GADD45G;VEGFA"
"43","positive regulation of myeloid leukocyte differentiation (GO:0002763)","3/47",0.00167651923807447,0.0531027721455217,0,0,13.9568884723524,89.1989699333675,"KLF10;JUN;FOS"
"44","regulation of mRNA stability (GO:0043488)","3/48",0.00178184169429126,0.0551440653170736,0,0,13.6460481099656,86.3809554416349,"ZFP36;ZFP36L1;VEGFA"
"45","alcohol biosynthetic process (GO:0046165)","4/104",0.00184553727620193,0.0551440653170736,0,0,8.25,51.9336249074655,"CYP27A1;CHKA;PCK1;LPIN2"
"46","urate metabolic process (GO:0046415)","2/13",0.00186242805035638,0.0551440653170736,0,0,36.899814471243,231.947593213754,"GCKR;G6PC"
"47","response to ketone (GO:1901654)","4/105",0.00191135305228501,0.0553885714300466,0,0,8.16790429042904,51.130622502952,"TXNIP;FOSB;FOS;JUNB"
"48","hexose biosynthetic process (GO:0019319)","3/50",0.00200467613787586,0.0558411004413353,0,0,13.0640491335819,81.1574365484459,"G6PC;PCK1;ATF3"
"49","response to drug (GO:0042493)","7/354",0.00200896763702308,0.0558411004413353,0,0,4.24130023860432,26.3390440980126,"EGR1;JUN;ABCB4;TXNIP;FOSB;FOS;JUNB"
"50","regulation of RNA stability (GO:0043487)","3/51",0.00212229630435684,0.0578113513306804,0,0,12.7912371134021,78.733346844315,"ZFP36;ZFP36L1;VEGFA"
"51","cellular response to inorganic substance (GO:0071241)","4/110",0.00226496676348007,0.0604879359188208,0,0,7.78066037735849,47.38574043723,"JUN;FOSB;FOS;JUNB"
"52","response to hexose (GO:0009746)","4/111",0.00234073669948557,0.060565855489102,0,0,7.70755451713396,46.686889589314,"EGR1;MLXIPL;GCKR;TXNIP"
"53","cellular response to external stimulus (GO:0071496)","5/185",0.00237686737953542,0.060565855489102,0,0,5.76608187134503,34.8385045554223,"KLF10;EGR1;JUN;FOS;TNRC6A"
"54","hexose metabolic process (GO:0019318)","5/187",0.00249008683380337,0.060565855489102,0,0,5.70213996529786,34.1868248963861,"NISCH;G6PC;UBC;PCK1;ATF3"
"55","positive regulation of mRNA catabolic process (GO:0061014)","2/15",0.00249083430520832,0.060565855489102,0,0,31.2197802197802,187.166877082159,"BTG2;ZFP36"
"56","renal tubule morphogenesis (GO:0061333)","2/15",0.00249083430520832,0.060565855489102,0,0,31.2197802197802,187.166877082159,"HES1;MTSS1"
"57","response to steroid hormone (GO:0048545)","7/369",0.00253469439271572,0.060565855489102,0,0,4.06243687993822,24.283956643494,"EGR1;ABCC2;NR1I3;TXNIP;FOSB;FOS;JUNB"
"58","response to monosaccharide (GO:0034284)","4/116",0.00274591347645052,0.062331600304122,0,0,7.36160714285714,43.4161196530766,"EGR1;MLXIPL;GCKR;TXNIP"
"59","monosaccharide biosynthetic process (GO:0046364)","3/56",0.00277449269216819,0.062331600304122,0,0,11.5815989107178,68.1842009003188,"G6PC;PCK1;ATF3"
"60","SMAD protein signal transduction (GO:0060395)","2/16",0.00283741499181759,0.062331600304122,0,0,28.9883381924198,170.012598917729,"JUN;FOS"
"61","drug transmembrane transport (GO:0006855)","2/16",0.00283741499181759,0.062331600304122,0,0,28.9883381924198,170.012598917729,"ABCC2;ABCB4"
"62","positive regulation of mRNA 3'-end processing (GO:0031442)","2/16",0.00283741499181759,0.062331600304122,0,0,28.9883381924198,170.012598917729,"BTG2;ZFP36"
"63","cellular response to extracellular stimulus (GO:0031668)","4/119",0.00301078639255174,0.0650903343913567,0,0,7.16847826086957,41.6169874575034,"KLF10;JUN;FOS;TNRC6A"
"64","response to peptide (GO:1901652)","7/384",0.00316071393487545,0.0651582497204438,0,0,3.89780667978666,22.4395068068399,"IGFBP1;KLF10;EGR1;BTG2;GCGR;PCK1;JUNB"
"65","energy derivation by oxidation of organic compounds (GO:0015980)","5/198",0.00318406425422006,0.0651582497204438,0,0,5.37414780474502,30.8991831867251,"MLXIPL;G6PC;GCGR;UBC;SLC25A25"
"66","monocyte differentiation (GO:0030224)","2/17",0.00320528834894988,0.0651582497204438,0,0,27.0544217687075,155.372278725068,"JUN;VEGFA"
"67","regulation of mRNA catabolic process (GO:0061013)","2/17",0.00320528834894988,0.0651582497204438,0,0,27.0544217687075,155.372278725068,"BTG2;ZFP36"
"68","regulation of mRNA 3'-end processing (GO:0031440)","2/18",0.00359423711737408,0.071990455203875,0,0,25.3622448979592,142.749455625051,"BTG2;ZFP36"
"69","labyrinthine layer blood vessel development (GO:0060716)","2/19",0.00400404563880334,0.0790363791311615,0,0,23.8691476590636,131.768436654952,"HES1;JUNB"
"70","carbohydrate biosynthetic process (GO:0016051)","4/130",0.00413100934033584,0.0800652121155043,0,0,6.53902116402116,35.8942140931036,"G6PC;UBC;PCK1;ATF3"
"71","toll-like receptor 10 signaling pathway (GO:0034166)","3/65",0.00423252222637027,0.0800652121155043,0,0,9.89590954439641,54.0807220421003,"JUN;UBC;FOS"
"72","toll-like receptor 5 signaling pathway (GO:0034146)","3/65",0.00423252222637027,0.0800652121155043,0,0,9.89590954439641,54.0807220421003,"JUN;UBC;FOS"
"73","vasculogenesis (GO:0001570)","3/67",0.00460865008263432,0.0859860467472321,0,0,9.58569587628866,51.5693211554,"JUNB;ZFP36L1;VEGFA"
"74","regulation of mRNA processing (GO:0050684)","3/69",0.00500440096029744,0.090025815304988,0,0,9.29428303655108,49.2358840662501,"RBM25;BTG2;ZFP36"
"75","monosaccharide metabolic process (GO:0005996)","5/221",0.00506964909157914,0.090025815304988,0,0,4.7962962962963,25.3459494853423,"NISCH;G6PC;UBC;PCK1;ATF3"
"76","response to carbohydrate (GO:0009743)","4/139",0.00523451722093493,0.090025815304988,0,0,6.10030864197531,32.0417531639533,"EGR1;MLXIPL;GCKR;TXNIP"
"77","positive regulation of mRNA processing (GO:0050685)","2/22",0.00535649695773258,0.090025815304988,0,0,20.2857142857143,106.083028567318,"BTG2;ZFP36"
"78","positive regulation of osteoclast differentiation (GO:0045672)","2/22",0.00535649695773258,0.090025815304988,0,0,20.2857142857143,106.083028567318,"KLF10;FOS"
"79","single-organism nuclear import (GO:1902593)","3/71",0.00542005642805361,0.090025815304988,0,0,9.02001212856277,47.0632577361771,"JUN;TXNIP;HES1"
"80","toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)","3/71",0.00542005642805361,0.090025815304988,0,0,9.02001212856277,47.0632577361771,"JUN;UBC;FOS"
"81","toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)","3/71",0.00542005642805361,0.090025815304988,0,0,9.02001212856277,47.0632577361771,"JUN;UBC;FOS"
"82","protein import into nucleus (GO:0006606)","3/71",0.00542005642805361,0.090025815304988,0,0,9.02001212856277,47.0632577361771,"JUN;TXNIP;HES1"
"83","response to reactive oxygen species (GO:0000302)","4/141",0.00550403380850154,0.0903192053876999,0,0,6.01064476885645,31.2690212196612,"PLK3;JUN;TXNIP;FOS"
"84","negative regulation of translation (GO:0017148)","3/72",0.00563543249072426,0.0906331119895847,0,0,8.88883908561183,46.0324654948436,"BTG2;ZFP36;TNRC6A"
"85","negative regulation of phosphorylation (GO:0042326)","6/325",0.00584223860041872,0.0906331119895847,0,0,3.91802841325952,20.1490144724511,"ERRFI1;MLXIPL;JUN;GCKR;NLRP6;GADD45G"
"86","drug transport (GO:0015893)","2/23",0.00584761959206228,0.0906331119895847,0,0,19.3187560738581,99.3316462237063,"ABCC2;ABCB4"
"87","toll-like receptor 2 signaling pathway (GO:0034134)","3/73",0.00585588388772647,0.0906331119895847,0,0,8.76141384388807,45.0363685681287,"JUN;UBC;FOS"
"88","toll-like receptor 9 signaling pathway (GO:0034162)","3/73",0.00585588388772647,0.0906331119895847,0,0,8.76141384388807,45.0363685681287,"JUN;UBC;FOS"
"89","cellular response to starvation (GO:0009267)","3/74",0.00608144188041601,0.092032487123629,0,0,8.63757804559315,44.0733582371574,"KLF10;JUN;TNRC6A"
"90","positive regulation of myeloid cell differentiation (GO:0045639)","3/74",0.00608144188041601,0.092032487123629,0,0,8.63757804559315,44.0733582371574,"KLF10;JUN;FOS"
"91","nuclear import (GO:0051170)","3/75",0.00631213688567951,0.0931219516705356,0,0,8.51718213058419,43.1419208970586,"JUN;TXNIP;HES1"
"92","polyol biosynthetic process (GO:0046173)","2/24",0.00635854736076345,0.0931219516705356,0,0,18.4397031539889,93.2671948534304,"CYP27A1;PCK1"
"93","glutamate metabolic process (GO:0006536)","2/24",0.00635854736076345,0.0931219516705356,0,0,18.4397031539889,93.2671948534304,"PRODH2;FTCD"
"94","TRIF-dependent toll-like receptor signaling pathway (GO:0035666)","3/76",0.00654799848395007,0.0938776203698947,0,0,8.40008473379466,42.2406312404249,"JUN;UBC;FOS"
"95","regulation of mRNA metabolic process (GO:1903311)","3/76",0.00654799848395007,0.0938776203698947,0,0,8.40008473379466,42.2406312404249,"RBM25;BTG2;ZFP36"
"96","MyD88-independent toll-like receptor signaling pathway (GO:0002756)","3/79",0.0072868662544486,0.102342534364707,0,0,8.06728160607705,39.7045922046513,"JUN;UBC;FOS"
"97","phosphatidylcholine biosynthetic process (GO:0006656)","2/26",0.0074389947886241,0.102342534364707,0,0,16.9013605442177,82.8338984204336,"CHKA;LPIN2"
"98","positive regulation of mRNA metabolic process (GO:1903313)","2/26",0.0074389947886241,0.102342534364707,0,0,16.9013605442177,82.8338984204336,"BTG2;ZFP36"
"99","response to isoquinoline alkaloid (GO:0014072)","2/26",0.0074389947886241,0.102342534364707,0,0,16.9013605442177,82.8338984204336,"EGR1;FOSB"
"100","toll-like receptor 3 signaling pathway (GO:0034138)","3/80",0.00754367358989859,0.102744834294419,0,0,7.96211005489356,38.9111981120306,"JUN;UBC;FOS"
"101","regulation of myeloid cell differentiation (GO:0045637)","4/156",0.00782555013004961,0.105528705714134,0,0,5.41337719298246,26.2568349190379,"KLF10;ZFP36;JUN;FOS"
"102","regulation of complement activation (GO:0030449)","2/27",0.00800810651058956,0.106754614836807,0,0,16.2244897959184,78.3204947866311,"C4B;C4A"
"103","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)","3/82",0.00807321977106542,0.106754614836807,0,0,7.7597546652747,37.3958321548795,"JUN;UBC;FOS"
"104","energy reserve metabolic process (GO:0006112)","4/158",0.0081768195013076,0.107084886161355,0,0,5.34253246753247,25.6786259597823,"MLXIPL;G6PC;GCGR;UBC"
"105","myeloid leukocyte differentiation (GO:0002573)","3/83",0.00834600734283341,0.107413161244937,0,0,7.66237113402062,36.6718938313713,"JUN;JUNB;VEGFA"
"106","cellular response to hormone stimulus (GO:0032870)","7/462",0.00850774384076698,0.107413161244937,0,0,3.21670802315964,15.3333346138606,"IGFBP1;EGR1;NR1I3;GCGR;FOSB;FOS;JUNB"
"107","leukocyte differentiation (GO:0002521)","5/251",0.00857208441610074,0.107413161244937,0,0,4.20496362858365,20.0124494061389,"EGR1;JUN;JUNB;ZFP36L1;VEGFA"
"108","acylglycerol homeostasis (GO:0055090)","2/28",0.00859620747114401,0.107413161244937,0,0,15.5996860282575,74.1988795836398,"MLXIPL;GCKR"
"109","triglyceride homeostasis (GO:0070328)","2/28",0.00859620747114401,0.107413161244937,0,0,15.5996860282575,74.1988795836398,"MLXIPL;GCKR"
"110","response to metal ion (GO:0010038)","5/255",0.00914003972034554,0.110632421419894,0,0,4.13684210526316,19.4228482659746,"JUN;TXNIP;FOSB;FOS;JUNB"
"111","response to electrical stimulus (GO:0051602)","2/29",0.00920309747511436,0.110632421419894,0,0,15.021164021164,70.4224490277819,"EGR1;BTG2"
"112","regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)","2/29",0.00920309747511436,0.110632421419894,0,0,15.021164021164,70.4224490277819,"UBC;VEGFA"
"113","regulation of protein activation cascade (GO:2000257)","2/29",0.00920309747511436,0.110632421419894,0,0,15.021164021164,70.4224490277819,"C4B;C4A"
"114","transcription from RNA polymerase II promoter (GO:0006366)","7/470",0.00929836760177553,0.110632421419894,0,0,3.15982721382289,14.7814076108131,"EGR1;JUN;BHLHE40;FOSB;HES1;FOS;SRSF11"
"115","dicarboxylic acid metabolic process (GO:0043648)","3/87",0.00949112037178165,0.110632421419894,0,0,7.2960235640648,33.9804900436335,"PCK1;PRODH2;FTCD"
"116","organic hydroxy compound biosynthetic process (GO:1901617)","4/166",0.00968510610104445,0.110632421419894,0,0,5.07664609053498,23.5412507820812,"CYP27A1;CHKA;PCK1;LPIN2"
"117","platelet-derived growth factor receptor signaling pathway (GO:0048008)","2/30",0.00982857782071015,0.110632421419894,0,0,14.4839650145773,66.9515638793864,"TXNIP;VEGFA"
"118","mRNA stabilization (GO:0048255)","2/30",0.00982857782071015,0.110632421419894,0,0,14.4839650145773,66.9515638793864,"ZFP36;VEGFA"
"119","adipose tissue development (GO:0060612)","2/30",0.00982857782071015,0.110632421419894,0,0,14.4839650145773,66.9515638793864,"ARRDC3;SLC25A25"
"120","placenta blood vessel development (GO:0060674)","2/30",0.00982857782071015,0.110632421419894,0,0,14.4839650145773,66.9515638793864,"HES1;JUNB"
"121","RNA stabilization (GO:0043489)","2/30",0.00982857782071015,0.110632421419894,0,0,14.4839650145773,66.9515638793864,"ZFP36;VEGFA"
"122","response to peptide hormone (GO:0043434)","6/364",0.00993001503717092,0.110858036726449,0,0,3.4842505646024,16.0700370629224,"IGFBP1;EGR1;BTG2;GCGR;PCK1;JUNB"
"123","stress-activated MAPK cascade (GO:0051403)","3/89",0.0100963507773187,0.111798615924456,0,0,7.1256293454807,32.7464084691722,"JUN;UBC;FOS"
"124","positive regulation of kinase activity (GO:0033674)","7/480",0.0103610638559698,0.113202211509958,0,0,3.09143194889631,14.1269176855294,"IGFBP1;EFNA1;GCKR;UBC;ATF3;GADD45G;VEGFA"
"125","positive regulation of endocytosis (GO:0045807)","3/90",0.0104072034150418,0.113202211509958,0,0,7.04337006754355,32.1547950435062,"C4B;C4A;VEGFA"
"126","hyaluronan metabolic process (GO:0030212)","2/31",0.0104724512850622,0.113202211509958,0,0,13.9838142153413,63.7523090878691,"ITIH3;VEGFA"
"127","stress-activated protein kinase signaling cascade (GO:0031098)","3/91",0.0107235720485245,0.115003977402287,0,0,6.96298031865042,31.5792809907681,"JUN;UBC;FOS"
"128","response to alcohol (GO:0097305)","5/274",0.0121953107697267,0.129765728659123,0,0,3.84093132459401,16.9258465263776,"EGR1;TXNIP;FOSB;FOS;JUNB"
"129","lipid homeostasis (GO:0055088)","3/96",0.0123887403730049,0.130802049519634,0,0,6.58696375124709,28.9231421305268,"MLXIPL;GCKR;G6PC"
"130","toll-like receptor 4 signaling pathway (GO:0034142)","3/97",0.0127385466637258,0.13346077350765,0,0,6.51656064926519,28.4325537727779,"JUN;UBC;FOS"
"131","regulation of myeloid leukocyte differentiation (GO:0002761)","3/98",0.0130939766052085,0.136137375086214,0,0,6.44763971785133,27.954405817651,"KLF10;JUN;FOS"
"132","positive regulation of phagocytosis (GO:0050766)","2/35",0.0132279832722483,0.136488736490926,0,0,12.2863327149041,53.1435584472206,"C4B;C4A"
"133","cellular response to nutrient levels (GO:0031669)","3/99",0.0134550429542985,0.13675946644593,0,0,6.38015463917526,27.4882665567256,"KLF10;JUN;TNRC6A"
"134","cellular response to hypoxia (GO:0071456)","3/99",0.0134550429542985,0.13675946644593,0,0,6.38015463917526,27.4882665567256,"EGR1;UBC;VEGFA"
"135","response to cold (GO:0009409)","2/36",0.0139609152364796,0.140089918704392,0,0,11.9243697478992,50.9348693298221,"FOS;VEGFA"
"136","protein import (GO:0017038)","3/101",0.0141941327321631,0.140089918704392,0,0,6.24931622133389,26.590381744701,"JUN;TXNIP;HES1"
"137","cellular response to decreased oxygen levels (GO:0036294)","3/101",0.0141941327321631,0.140089918704392,0,0,6.24931622133389,26.590381744701,"EGR1;UBC;VEGFA"
"138","protein localization to nucleus (GO:0034504)","3/101",0.0141941327321631,0.140089918704392,0,0,6.24931622133389,26.590381744701,"JUN;TXNIP;HES1"
"139","positive regulation of kidney development (GO:0090184)","2/37",0.0147110875878219,0.141298136508194,0,0,11.5830903790087,48.8708399253876,"EGR1;VEGFA"
"140","regulation of epidermal cell differentiation (GO:0045604)","2/37",0.0147110875878219,0.141298136508194,0,0,11.5830903790087,48.8708399253876,"ERRFI1;HES1"
"141","mRNA processing (GO:0006397)","6/397",0.0147216469989637,0.141298136508194,0,0,3.18479621265713,13.4348598987838,"SRRM2;ZFP36;RBM25;SON;SNRNP70;SRSF11"
"142","regulation of neuron apoptotic process (GO:0043523)","4/188",0.0147315237769189,0.141298136508194,0,0,4.46467391304348,18.8309480754796,"EGR1;JUN;BTG2;VEGFA"
"143","regulation of peptidyl-tyrosine phosphorylation (GO:0050730)","4/189",0.014993672320653,0.142806865040066,0,0,4.44031531531532,18.6498882984146,"EFNA1;ERRFI1;HES1;VEGFA"
"144","response to oxidative stress (GO:0006979)","5/290",0.015255115376224,0.143411310275216,0,0,3.62234533702678,15.1516924100192,"PLK3;JUN;ABCC2;TXNIP;FOS"
"145","anion homeostasis (GO:0055081)","2/38",0.0154783132235365,0.143411310275216,0,0,11.2607709750567,46.9384448645158,"MLXIPL;ABCC2"
"146","negative regulation of stem cell differentiation (GO:2000737)","2/38",0.0154783132235365,0.143411310275216,0,0,11.2607709750567,46.9384448645158,"EFNA1;HES1"
"147","lung alveolus development (GO:0048286)","2/38",0.0154783132235365,0.143411310275216,0,0,11.2607709750567,46.9384448645158,"ERRFI1;VEGFA"
"148","response to glucose (GO:0009749)","3/106",0.0161412670571554,0.14854328197193,0,0,5.9444500050045,24.5290365178238,"EGR1;MLXIPL;TXNIP"
"149","bone mineralization (GO:0030282)","2/39",0.0162624064321538,0.148653674903312,0,0,10.9558742415885,45.1261415257865,"KLF10;MTSS1"
"150","cellular response to oxygen levels (GO:0071453)","3/109",0.0173780716412014,0.1577247649096,0,0,5.77533553783311,23.4048136142864,"EGR1;UBC;VEGFA"
"151","learning or memory (GO:0007611)","4/198",0.0174863726147941,0.1577247649096,0,0,4.2323883161512,17.1256542440501,"EGR1;JUN;BTG2;FOS"
"152","regulation of protein serine/threonine kinase activity (GO:0071900)","6/416",0.0181130253800998,0.162302240576947,0,0,3.03425012973534,12.1707534119846,"EFNA1;UBC;CCNL2;CCNL1;GADD45G;VEGFA"
"153","nucleocytoplasmic transport (GO:0006913)","4/204",0.0192837703215897,0.170806933230243,0,0,4.10416666666667,16.2052670042792,"JUN;TXNIP;HES1;SRSF11"
"154","gene expression (GO:0010467)","8/672",0.0193941964279516,0.170806933230243,0,0,2.51911995809324,9.93233934251276,"ZFP36;SNRNP70;NR1I3;UBC;JUNB;SRSF11;TNRC6A;ZFP36L1"
"155","negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)","2/43",0.0195637897091909,0.170806933230243,0,0,9.88501742160279,38.888398778374,"ERRFI1;UBC"
"156","response to activity (GO:0014823)","2/43",0.0195637897091909,0.170806933230243,0,0,9.88501742160279,38.888398778374,"PCK1;SLC25A25"
"157","learning (GO:0007612)","3/115",0.0200066955758207,0.173390841293398,0,0,5.46428571428571,21.3745824016944,"JUN;BTG2;FOS"
"158","connective tissue development (GO:0061448)","2/44",0.0204294838615153,0.173390841293398,0,0,9.6491739552964,37.5427757402553,"ARRDC3;SLC25A25"
"159","somatic stem cell maintenance (GO:0035019)","2/44",0.0204294838615153,0.173390841293398,0,0,9.6491739552964,37.5427757402553,"KLF10;HES1"
"160","negative regulation of ERBB signaling pathway (GO:1901185)","2/44",0.0204294838615153,0.173390841293398,0,0,9.6491739552964,37.5427757402553,"ERRFI1;UBC"
"161","RNA splicing (GO:0008380)","5/313",0.0204962741910699,0.173390841293398,0,0,3.34791524265208,13.0150612035123,"SRRM2;RBM25;SON;SNRNP70;SRSF11"
"162","nuclear transport (GO:0051169)","4/209",0.020866029454326,0.175429210597482,0,0,4.0030487804878,15.4903289704313,"JUN;TXNIP;HES1;SRSF11"
"163","regulation of humoral immune response (GO:0002920)","2/45",0.0213109604144822,0.176636933350889,0,0,9.42429995253915,36.2697365803843,"C4B;C4A"
"164","regulation of blood vessel endothelial cell migration (GO:0043535)","2/45",0.0213109604144822,0.176636933350889,0,0,9.42429995253915,36.2697365803843,"EFNA1;VEGFA"
